time_s,queue_family,owner_id,value
4.981722287000001,coverage,,0.75
4.992378172714287,vehicle_power,veh-1,0.0
4.992378172714287,vehicle_power,veh-2,0.0
4.992378172714287,rsu_power,rsu-1,0.0
4.992378172714287,rsu_power,rsu-2,0.0
4.992378172714287,timeout,,0.0
4.992378172714287,failure,,0.0
4.992378172714287,coverage,,0.75
4.993178172714287,vehicle_power,veh-1,0.0
4.993178172714287,vehicle_power,veh-2,0.0
4.993178172714287,rsu_power,rsu-1,0.0
4.993178172714287,rsu_power,rsu-2,0.0
4.993178172714287,timeout,,0.0
4.993178172714287,failure,,0.0
4.993178172714287,coverage,,0.75
5.0,vehicle_power,veh-1,0.0
5.0,vehicle_power,veh-2,0.0
5.0,rsu_power,rsu-1,0.0
5.0,rsu_power,rsu-2,0.0
5.0,timeout,,0.0
5.0,failure,,0.0
5.0,coverage,,0.75
5.04,vehicle_power,veh-1,0.0
5.04,vehicle_power,veh-2,0.0
5.04,rsu_power,rsu-1,0.0
5.04,rsu_power,rsu-2,0.0
5.04,timeout,,0.0
5.04,failure,,0.0
5.04,coverage,,0.75
5.081543865441292,vehicle_power,veh-1,0.0
5.081543865441292,vehicle_power,veh-2,0.0
5.081543865441292,rsu_power,rsu-1,0.0
5.081543865441292,rsu_power,rsu-2,0.0
5.081543865441292,timeout,,0.0
5.081543865441292,failure,,0.0
5.081543865441292,coverage,,0.75
5.085829579727006,vehicle_power,veh-1,0.0
5.085829579727006,vehicle_power,veh-2,0.0
5.085829579727006,rsu_power,rsu-1,0.0
5.085829579727006,rsu_power,rsu-2,0.0
5.085829579727006,timeout,,0.0
5.085829579727006,failure,,0.0
5.085829579727006,coverage,,0.75
5.112514316869864,vehicle_power,veh-1,0.0
5.112514316869864,vehicle_power,veh-2,0.0
5.112514316869864,rsu_power,rsu-1,0.0
5.112514316869864,rsu_power,rsu-2,0.0
5.112514316869864,timeout,,0.0
5.112514316869864,failure,,0.0
5.112514316869864,coverage,,0.75
5.112598336754765,vehicle_power,veh-1,0.0
5.112598336754765,vehicle_power,veh-2,0.0
5.112598336754765,rsu_power,rsu-1,0.0
5.112598336754765,rsu_power,rsu-2,0.0
5.112598336754765,timeout,,0.0
5.112598336754765,failure,,0.0
5.112598336754765,coverage,,0.0
5.25,vehicle_power,veh-1,0.0
5.25,vehicle_power,veh-2,0.0
5.25,rsu_power,rsu-1,0.0
5.25,rsu_power,rsu-2,0.0
5.25,timeout,,0.0
5.25,failure,,0.0
5.25,coverage,,0.0
5.4,vehicle_power,veh-1,0.0
5.4,vehicle_power,veh-2,0.0
5.4,rsu_power,rsu-1,0.0
5.4,rsu_power,rsu-2,0.0
5.4,timeout,,0.0
5.4,failure,,0.0
5.4,coverage,,0.0
5.5,vehicle_power,veh-1,0.0
5.5,vehicle_power,veh-2,0.0
5.5,rsu_power,rsu-1,0.0
5.5,rsu_power,rsu-2,0.0
5.5,timeout,,0.0
5.5,failure,,0.0
5.5,coverage,,0.0
5.54,vehicle_power,veh-1,0.0
5.54,vehicle_power,veh-2,0.0
5.54,rsu_power,rsu-1,0.0
5.54,rsu_power,rsu-2,0.0
5.54,timeout,,0.0
5.54,failure,,0.0
5.54,coverage,,0.0
5.629095749,vehicle_power,veh-1,0.0
5.629095749,vehicle_power,veh-2,0.0
5.629095749,rsu_power,rsu-1,0.0
5.629095749,rsu_power,rsu-2,0.0
5.629095749,timeout,,0.0
5.629095749,failure,,0.0
5.629095749,coverage,,0.75
5.662107676142857,vehicle_power,veh-1,0.0
5.662107676142857,vehicle_power,veh-2,0.0
5.662107676142857,rsu_power,rsu-1,0.0
5.662107676142857,rsu_power,rsu-2,0.0
5.662107676142857,timeout,,0.0
5.662107676142857,failure,,0.0
5.662107676142857,coverage,,0.75
5.662907676142857,vehicle_power,veh-1,0.0
5.662907676142857,vehicle_power,veh-2,0.0
5.662907676142857,rsu_power,rsu-1,0.0
5.662907676142857,rsu_power,rsu-2,0.0
5.662907676142857,timeout,,0.0
5.662907676142857,failure,,0.0
5.662907676142857,coverage,,0.75
5.698239421857143,vehicle_power,veh-1,0.0
5.698239421857143,vehicle_power,veh-2,0.0
5.698239421857143,rsu_power,rsu-1,0.0
5.698239421857143,rsu_power,rsu-2,0.0
5.698239421857143,timeout,,0.0
5.698239421857143,failure,,0.0
5.698239421857143,coverage,,0.75
5.708953707571429,vehicle_power,veh-1,0.0
5.708953707571429,vehicle_power,veh-2,0.0
5.708953707571429,rsu_power,rsu-1,0.0
5.708953707571429,rsu_power,rsu-2,0.0
5.708953707571429,timeout,,0.0
5.708953707571429,failure,,0.0
5.708953707571429,coverage,,0.75
5.75,vehicle_power,veh-1,0.0
5.75,vehicle_power,veh-2,0.0
5.75,rsu_power,rsu-1,0.0
5.75,rsu_power,rsu-2,0.0
5.75,timeout,,0.0
5.75,failure,,0.0
5.75,coverage,,0.75
5.758025576142858,vehicle_power,veh-1,0.0
5.758025576142858,vehicle_power,veh-2,0.0
5.758025576142858,rsu_power,rsu-1,0.0
5.758025576142858,rsu_power,rsu-2,0.0
5.758025576142858,timeout,,0.0
5.758025576142858,failure,,0.0
5.758025576142858,coverage,,0.75
5.76,vehicle_power,veh-1,0.0
5.76,vehicle_power,veh-2,0.0
5.76,rsu_power,rsu-1,0.0
5.76,rsu_power,rsu-2,0.0
5.76,timeout,,0.0
5.76,failure,,0.0
5.76,coverage,,0.75
5.768739861857144,vehicle_power,veh-1,0.0
5.768739861857144,vehicle_power,veh-2,0.0
5.768739861857144,rsu_power,rsu-1,0.0
5.768739861857144,rsu_power,rsu-2,0.0
5.768739861857144,timeout,,0.0
5.768739861857144,failure,,0.0
5.768739861857144,coverage,,0.75
5.77939574757143,vehicle_power,veh-1,0.0
5.77939574757143,vehicle_power,veh-2,0.0
5.77939574757143,rsu_power,rsu-1,0.0
5.77939574757143,rsu_power,rsu-2,0.0
5.77939574757143,timeout,,0.0
5.77939574757143,failure,,0.0
5.77939574757143,coverage,,0.75
5.78019574757143,vehicle_power,veh-1,0.0
5.78019574757143,vehicle_power,veh-2,0.0
5.78019574757143,rsu_power,rsu-1,0.0
5.78019574757143,rsu_power,rsu-2,0.0
5.78019574757143,timeout,,0.0
5.78019574757143,failure,,0.0
5.78019574757143,coverage,,0.75
5.79,vehicle_power,veh-1,0.0
5.79,vehicle_power,veh-2,0.0
5.79,rsu_power,rsu-1,0.0
5.79,rsu_power,rsu-2,0.0
5.79,timeout,,0.0
5.79,failure,,0.0
5.79,coverage,,0.75
5.843437390395745,vehicle_power,veh-1,0.0
5.843437390395745,vehicle_power,veh-2,0.0
5.843437390395745,rsu_power,rsu-1,0.0
5.843437390395745,rsu_power,rsu-2,0.0
5.843437390395745,timeout,,0.0
5.843437390395745,failure,,0.0
5.843437390395745,coverage,,0.75
5.847723104681459,vehicle_power,veh-1,0.0
5.847723104681459,vehicle_power,veh-2,0.0
5.847723104681459,rsu_power,rsu-1,0.0
5.847723104681459,rsu_power,rsu-2,0.0
5.847723104681459,timeout,,0.0
5.847723104681459,failure,,0.0
5.847723104681459,coverage,,0.75
5.874407841824317,vehicle_power,veh-1,0.0
5.874407841824317,vehicle_power,veh-2,0.0
5.874407841824317,rsu_power,rsu-1,0.0
5.874407841824317,rsu_power,rsu-2,0.0
5.874407841824317,timeout,,0.0
5.874407841824317,failure,,0.0
5.874407841824317,coverage,,0.75
5.874481301976494,vehicle_power,veh-1,0.0
5.874481301976494,vehicle_power,veh-2,0.0
5.874481301976494,rsu_power,rsu-1,0.0
5.874481301976494,rsu_power,rsu-2,0.0
5.874481301976494,timeout,,0.0
5.874481301976494,failure,,0.0
5.874481301976494,coverage,,0.75
5.874481301976495,vehicle_power,veh-1,0.0
5.874481301976495,vehicle_power,veh-2,0.0
5.874481301976495,rsu_power,rsu-1,0.0
5.874481301976495,rsu_power,rsu-2,0.0
5.874481301976495,timeout,,0.0
5.874481301976495,failure,,0.0
5.874481301976495,coverage,,0.0
6.0,vehicle_power,veh-1,0.0
6.0,vehicle_power,veh-2,0.0
6.0,rsu_power,rsu-1,0.0
6.0,rsu_power,rsu-2,0.0
6.0,timeout,,0.0
6.0,failure,,0.0
